hex,lat,lon,time
~2f0b12,32.909615,-97.034834,1696118400.016
a36130,32.892094,-97.034244,1696118400.016
ac893a,32.896407,-97.034221,1696118400.016
a3e55a,32.889347,-97.033969,1696118400.016
ab00ce,32.90332,-97.033828,1696118400.016
ad9811,32.889164,-97.033214,1696118400.016
~2f02ed,32.912223,-97.033198,1696118400.016
~2f06e1,32.915165,-97.033186,1696118400.016
~2f02d9,32.910558,-97.033184,1696118400.016
~2f0827,32.915295,-97.032749,1696118400.016
a0e086,32.89892,-97.032735,1696118400.016
~2f0110,32.91045,-97.032555,1696118400.016
~2f032d,32.910151,-97.032063,1696118400.016
~2f047d,32.910442,-97.032021,1696118400.016
~2f0a31,32.915621,-97.031965,1696118400.016
~2f03d3,32.914249,-97.031964,1696118400.016
~2f09fc,32.914911,-97.031937,1696118400.016
~2f0384,32.91386,-97.031827,1696118400.016
~2f0a3a,32.913968,-97.031825,1696118400.016
~2f0e56,32.911995,-97.031786,1696118400.016
~2f03ea,32.91199,-97.031783,1696118400.016
~2f012f,32.91199,-97.031783,1696118400.016
~2f04ab,32.91199,-97.031783,1696118400.016
~2f0531,32.910989,-97.031768,1696118400.016
~2f03ae,32.913026,-97.031768,1696118400.016
~2f07ec,32.914143,-97.031642,1696118400.016
~2f04b9,32.914632,-97.031614,1696118400.016
~2f0c40,32.915423,-97.031572,1696118400.016
~2f096d,32.900379,-97.031415,1696118400.016
~2f0767,32.901157,-97.031401,1696118400.016
~2f0c1b,32.904786,-97.031376,1696118400.016
~2f00ae,32.899979,-97.031223,1696118400.016
~2f0270,32.914806,-97.031166,1696118400.016
~2f0c5b,32.903285,-97.031012,1696118400.016
~2f095c,32.904659,-97.030879,1696118400.016
~2f04e8,32.914398,-97.030838,1696118400.016
~2f0e75,32.915295,-97.030816,1696118400.016
~2f017e,32.901178,-97.029106,1696118400.016
~2f0997,32.90467,-97.028658,1696118400.016
~2f07a5,32.901157,-97.028586,1696118400.016
~2f0785,32.904591,-97.028572,1696118400.016
a7db0b,32.909686,-97.027957,1696118400.016
~2f0b67,32.913747,-97.027887,1696118400.016
a04bbe,32.914867,-97.027309,1696118400.016
a313bf,32.915586,-97.026836,1696118400.016
a6f6dd,32.911094,-97.026009,1696118400.016
adac5d,32.875591,-97.023683,1696118400.016
ad64cd,32.878544,-97.020016,1696118400.016
acd5ad,32.879601,-97.010931,1696118400.016
ad5b47,32.679054,-96.864241,1696118400.016
abe892,32.856537,-96.85746,1696118400.016
a22482,32.855988,-96.857136,1696118400.016
a73059,32.855484,-96.856537,1696118400.016
aaa1de,32.854431,-96.855331,1696118400.016
a2f5b7,32.855976,-96.855301,1696118400.016
a59b9c,32.846455,-96.851395,1696118400.016
a81f1a,32.848736,-96.844101,1696118400.016
a0f714,32.978405,-96.839525,1696118400.016
a66a8c,32.963768,-96.831674,1696118400.016
ac786a,40.858096,-96.749522,1696118400.016
ad97cb,40.789639,-96.698318,1696118400.016
a24a3e,41.303299,-95.885788,1696118400.016
a20ff6,29.708118,-95.403108,1696118400.016
a6c5dd,38.833294,-94.894096,1696118400.016
a615d0,39.291801,-94.72239,1696118400.016
~3344d6,44.886452,-93.242798,1696118400.016
ab39f0,44.873291,-93.242536,1696118400.016
acd120,44.884283,-93.241352,1696118400.016
ac98c1,44.887802,-93.240869,1696118400.016
~334d31,44.88078,-93.240364,1696118400.016
~33437c,44.877114,-93.239594,1696118400.016
a4105b,44.886773,-93.234787,1696118400.016
~334799,44.872761,-93.231488,1696118400.016
a339b1,44.867093,-93.229997,1696118400.016
a32e8c,44.864056,-93.228653,1696118400.016
abadf9,44.876311,-93.226447,1696118400.016
a924d9,44.89229,-93.221322,1696118400.016
a382b6,44.882211,-93.21608,1696118400.016
a373da,44.881781,-93.214807,1696118400.016
aafd1f,44.878201,-93.214547,1696118400.016
a3c9c5,44.885708,-93.214203,1696118400.016
abde0b,44.883771,-93.214003,1696118400.016
a504d0,44.884772,-93.213568,1696118400.016
~3342a8,44.880675,-93.213032,1696118400.016
~334119,44.879709,-93.211927,1696118400.016
~3343bd,44.891184,-93.211692,1696118400.016
~33439d,44.886366,-93.211073,1696118400.016
~3348ab,44.8795,-93.210922,1696118400.016
~334697,44.886319,-93.210821,1696118400.016
~334be9,44.879988,-93.210754,1696118400.016
~3342d3,44.886191,-93.210587,1696118400.016
~334e84,44.879414,-93.210199,1696118400.016
a037b2,44.885412,-93.209515,1696118400.016
~3347fb,44.879174,-93.208343,1696118400.016
~3346a1,44.885586,-93.208259,1696118400.016
~334439,44.885074,-93.207958,1696118400.016
~334642,44.8849,-93.207656,1696118400.016
~33482e,44.885051,-93.207539,1696118400.016
~334380,44.88469,-93.206953,1696118400.016
a365b7,44.877243,-93.206833,1696118400.016
~3349f9,44.884434,-93.206484,1696118400.016
~334342,44.884306,-93.206249,1696118400.016
~33457a,44.884323,-93.206242,1696118400.016
~334749,44.88419,-93.205847,1696118400.016
~334220,44.884108,-93.205646,1696118400.016
~334a23,44.88398,-93.205429,1696118400.016
~334c56,44.883829,-93.205127,1696118400.016
~334345,44.883573,-93.204508,1696118400.016
~334ed5,44.883166,-93.20367,1696118400.016
~334a56,44.8822,-93.201359,1696118400.016
~334b89,44.881687,-93.199517,1696118400.016
~334a41,44.882048,-93.199249,1696118400.016
~334718,44.880477,-93.196385,1696118400.016
~33462b,44.87986,-93.194225,1696118400.016
a5df2d,44.929436,-93.060412,1696118400.016
a12151,39.936874,-91.193199,1696118400.016
a2fcf4,38.637938,-90.265427,1696118400.016
a36219,35.20116,-90.053268,1696118400.016
a4b859,30.034992,-90.02693,1696118400.016
a06a7e,35.065098,-89.983986,1696118400.016
ad27aa,35.063694,-89.959747,1696118400.016
a2efec,35.059536,-89.957047,1696118400.016
a7065f,43.428337,-88.697689,1696118400.016
a8fc72,41.98922,-87.930154,1696118400.016
a55017,41.971195,-87.925379,1696118400.016
a51763,41.972454,-87.924598,1696118400.016
a0345f,41.987171,-87.924052,1696118400.016
a1b519,41.969616,-87.920853,1696118400.016
a10d56,41.97036,-87.920494,1696118400.016
a91535,41.993808,-87.919879,1696118400.016
a2dffe,41.970392,-87.919656,1696118400.016
aa56b3,41.970392,-87.91849,1696118400.016
a7f096,41.970392,-87.917149,1696118400.016
a2a2e3,41.982891,-87.917085,1696118400.016
a5397d,41.986805,-87.916296,1696118400.016
a61592,41.970406,-87.915438,1696118400.016
a59d67,41.986802,-87.914961,1696118400.016
aa2bc5,41.967384,-87.913674,1696118400.016
a5e095,41.970417,-87.91305,1696118400.016
a5aa1c,41.980568,-87.912879,1696118400.016
ac55f3,41.986802,-87.912374,1696118400.016
a43ea2,41.974045,-87.912239,1696118400.016
a0a91e,41.974983,-87.912161,1696118400.016
ab9b13,42.002838,-87.911552,1696118400.016
acaa77,41.992819,-87.911081,1696118400.016
a0d344,41.976386,-87.911065,1696118400.016
a837a7,41.974326,-87.910889,1696118400.016
a44983,41.975129,-87.910538,1696118400.016
a76f66,41.981987,-87.9079,1696118400.016
c07e33,41.981037,-87.907791,1696118400.016
a4c8de,41.966778,-87.907276,1696118400.016
ac7e15,41.986802,-87.904901,1696118400.016
a4e6c8,41.972717,-87.90442,1696118400.016
a22702,41.975201,-87.903968,1696118400.016
ab6c26,41.970417,-87.903749,1696118400.016
a93604,41.982548,-87.903718,1696118400.016
a5a88c,41.97343,-87.902905,1696118400.016
a5799f,41.97298,-87.902641,1696118400.016
aa1368,41.982903,-87.902585,1696118400.016
a9d807,41.997392,-87.902298,1696118400.016
a5affa,41.97379,-87.902154,1696118400.016
aae6cd,41.972661,-87.901611,1696118400.016
a708b0,41.97471,-87.900765,1696118400.016
aaf0ce,41.973627,-87.900733,1696118400.016
ace81d,41.973627,-87.899935,1696118400.016
a3244a,41.976839,-87.899392,1696118400.016
ad7ece,41.986813,-87.899136,1696118400.016
aaea84,41.97345,-87.898912,1696118400.016
ad6ec6,41.973793,-87.898537,1696118400.016
ab7fee,41.972987,-87.898466,1696118400.016
a5bb1f,41.977933,-87.897875,1696118400.016
a96b65,42.946026,-87.897683,1696118400.016
aa8164,41.974163,-87.897619,1696118400.016
a08714,41.976525,-87.8973,1696118400.016
aa46cb,41.978294,-87.896917,1696118400.016
a32bf5,41.972305,-87.896274,1696118400.016
ac2dea,41.973406,-87.895943,1696118400.016
a4455e,41.978176,-87.895244,1696118400.016
a44940,41.976471,-87.895244,1696118400.016
a4cf26,41.9951,-87.894777,1696118400.016
ab6101,41.974105,-87.894298,1696118400.016
ad6116,41.981565,-87.893994,1696118400.016
a7ef08,41.977524,-87.893528,1696118400.016
a03b6d,41.977055,-87.892872,1696118400.016
a00c80,41.976723,-87.892623,1696118400.016
a057c7,41.976391,-87.892404,1696118400.016
a08e1e,41.97606,-87.892206,1696118400.016
a6eb1e,41.983349,-87.890344,1696118400.016
4d22a0,41.97372,-87.884637,1696118400.016
a58de0,41.971836,-87.884539,1696118400.016
aa7b54,41.970462,-87.884046,1696118400.016
3c6514,41.972824,-87.883711,1696118400.016
a7e1cd,41.973546,-87.882784,1696118400.016
ad7760,41.973667,-87.881823,1696118400.016
abc504,41.974221,-87.881523,1696118400.016
aac365,41.787117,-87.760116,1696118400.016
a7b11b,41.779667,-87.755084,1696118400.016
a75746,41.781111,-87.753903,1696118400.016
abbd8d,41.787838,-87.746757,1696118400.016
ac0448,41.788338,-87.744178,1696118400.016
0d099a,21.043509,-86.884972,1696118400.016
e8027c,21.038818,-86.877464,1696118400.016
a24014,33.562639,-86.750178,1696118400.016
a693aa,36.119888,-86.68838,1696118400.016
a3414e,36.1338,-86.672793,1696118400.016
a77dd8,39.709866,-86.285964,1696118400.016
a2c0ff,39.711933,-86.283569,1696118400.016
a677c5,42.74445,-86.103752,1696118400.016
a2db8e,37.688901,-85.926102,1696118400.016
ac27a6,30.357788,-85.797447,1696118400.016
~34c0f9,38.179722,-85.748393,1696118400.016
~34cbf5,38.184597,-85.748306,1696118400.016
~34c761,38.17947,-85.748072,1696118400.016
~34cc4c,38.183819,-85.747517,1696118400.016
~34ccc9,38.183258,-85.747371,1696118400.016
~34cfae,38.174492,-85.746567,1696118400.016
~34c572,38.178864,-85.745968,1696118400.016
~34c6c8,38.18082,-85.742696,1696118400.016
~34cdeb,38.17028,-85.740723,1696118400.016
~34cc13,38.159042,-85.73954,1696118400.016
~34cb05,38.180191,-85.733608,1696118400.016
~34ca54,38.185822,-85.733331,1696118400.016
~34c883,38.185455,-85.733331,1696118400.016
~34c0bc,38.185043,-85.733199,1696118400.016
~34c3f9,38.184723,-85.733083,1696118400.016
~34c707,38.182594,-85.733039,1696118400.016
~34c2c5,38.183224,-85.732863,1696118400.016
~34c58a,38.18367,-85.732717,1696118400.016
~34c194,38.183865,-85.731665,1696118400.016
~34c0a6,38.176048,-85.729109,1696118400.016
~34c66a,38.173244,-85.724434,1696118400.016
~34ccf6,38.17384,-85.723718,1696118400.016
acb375,43.129257,-85.674069,1696118400.016
a8e1f6,33.634724,-84.444758,1696118400.016
a126c4,33.645149,-84.442515,1696118400.016
a9c5c5,33.644119,-84.442039,1696118400.016
a350c3,33.643764,-84.442025,1696118400.016
~2d4275,33.634518,-84.442011,1696118400.016
a8b48f,33.639229,-84.441977,1696118400.016
ab766a,33.643488,-84.441161,1696118400.016
~2d410f,33.636703,-84.441147,1696118400.016
a04695,33.645525,-84.441118,1696118400.016
a3b3df,33.64307,-84.440503,1696118400.016
a6d3af,33.641719,-84.440475,1696118400.016
a32e86,33.645025,-84.440103,1696118400.016
ab2b2c,33.642231,-84.438789,1696118400.016
a3d7a7,33.639241,-84.438758,1696118400.016
~2d4afc,33.644047,-84.438057,1696118400.016
ac4963,33.642395,-84.4379,1696118400.016
a9073a,33.63755,-84.437877,1696118400.016
adc180,33.648445,-84.437751,1696118400.016
~2d4961,33.634388,-84.436626,1696118400.016
abfe1c,33.639587,-84.436546,1696118400.016
~2d4abb,33.64563,-84.436455,1696118400.016
a42020,33.640195,-84.436197,1696118400.016
add2b6,33.636634,-84.436169,1696118400.016
~2d48e4,33.633887,-84.435897,1696118400.016
a38237,33.646797,-84.435159,1696118400.016
aab1af,33.635811,-84.433729,1696118400.016
~2d47e9,33.636063,-84.432821,1696118400.016
~2d4cea,33.636727,-84.432464,1696118400.016
~2d43a4,33.633678,-84.432306,1696118400.016
a4996b,33.635807,-84.43182,1696118400.016
adb65b,33.642697,-84.431305,1696118400.016
ad14a8,33.638397,-84.430604,1696118400.016
a39113,33.642883,-84.42989,1696118400.016
a44cca,33.641155,-84.42982,1696118400.016
a34ecc,33.635819,-84.42946,1696118400.016
a81e38,33.637867,-84.428945,1696118400.016
a441c9,33.641602,-84.428925,1696118400.016
acd2d3,33.643442,-84.428072,1696118400.016
~2d4df2,33.637844,-84.428015,1696118400.016
~2d47d3,33.637949,-84.427714,1696118400.016
a99a52,33.636296,-84.427671,1696118400.016
a16ff1,33.637081,-84.427367,1696118400.016
~2d4855,33.644001,-84.427056,1696118400.016
a226c5,33.637287,-84.426218,1696118400.016
a39a13,33.638329,-84.426176,1696118400.016
a670a3,33.639393,-84.426106,1696118400.016
a7615f,33.640057,-84.426106,1696118400.016
a7f6b9,33.635819,-84.425611,1696118400.016
a02c64,33.652153,-84.425363,1696118400.016
a8eea1,33.632652,-84.424859,1696118400.016
a7563a,33.640984,-84.423345,1696118400.016
a305aa,33.635819,-84.423251,1696118400.016
a1699f,33.637241,-84.422911,1696118400.016
~2d4534,33.637541,-84.422908,1696118400.016
4bb193,33.636555,-84.422337,1696118400.016
~2d4d2b,33.637064,-84.422336,1696118400.016
a67bd3,33.638638,-84.420277,1696118400.016
a66cf7,33.637951,-84.420235,1696118400.016
aae6d5,33.63652,-84.418595,1696118400.016
~2d4f44,33.636773,-84.417357,1696118400.016
abaf76,39.101887,-84.415079,1696118400.016
~2d4116,33.630931,-84.414525,1696118400.016
~2d467f,33.63114,-84.414182,1696118400.016
~2d4cd8,33.632095,-84.413509,1696118400.016
4007f6,33.648331,-84.412163,1696118400.016
~2d4dc1,33.63526,-84.403424,1696118400.016
~2d442d,33.6332,-84.40268,1696118400.016
~2d4083,33.645397,-84.401307,1696118400.016
a747a8,39.583019,-84.229004,1696118400.016
346390,9.998641,-84.201634,1696118400.016
a04692,42.214634,-83.352959,1696118400.016
ab9792,40.075527,-83.075623,1696118400.016
a95881,39.828256,-82.916595,1696118400.016
a1d10c,27.907298,-82.69293,1696118400.016
a36ddb,27.904015,-82.689739,1696118400.016
adf528,35.441673,-82.5417,1696118400.016
a7196e,35.441767,-82.541467,1696118400.016
a5e391,28.800205,-82.317056,1696118400.016
abdd1c,41.405865,-81.85474,1696118400.016
a4f6fe,41.567482,-81.485005,1696118400.016
~3205cd,28.408934,-81.333187,1696118400.016
~3204bd,28.40841,-81.319185,1696118400.016
~320163,28.409248,-81.319131,1696118400.016
~320717,28.441647,-81.318979,1696118400.016
a64996,28.422661,-81.316509,1696118400.016
aca594,28.425259,-81.316087,1696118400.016
a426da,28.435853,-81.315577,1696118400.016
a95c89,28.436097,-81.315442,1696118400.016
ad93b7,28.432755,-81.315308,1696118400.016
a46e6a,28.435422,-81.315281,1696118400.016
a8ab3c,28.416266,-81.314136,1696118400.016
a78c43,28.427787,-81.312184,1696118400.016
a3965c,28.43541,-81.311756,1696118400.016
ab9278,28.422546,-81.306751,1696118400.016
aa7718,28.438786,-81.302618,1696118400.016
accf07,28.432989,-81.298035,1696118400.016
a1bc29,28.415943,-81.297867,1696118400.016
~32067b,28.434254,-81.295672,1696118400.016
a69549,28.408699,-81.295606,1696118400.016
a7db08,28.430034,-81.283695,1696118400.016
c06ad9,43.039557,-81.144496,1696118400.016
a5fc87,33.939537,-81.116531,1696118400.016
acea99,35.207325,-80.962302,1696118400.016
a9af3e,35.220676,-80.959396,1696118400.016
a0faf3,35.218128,-80.948776,1696118400.016
ad8935,35.219891,-80.948723,1696118400.016
accb65,35.221214,-80.948425,1696118400.016
a7d630,35.218151,-80.948064,1696118400.016
ac03ee,35.223244,-80.947154,1696118400.016
acab11,35.217979,-80.945839,1696118400.016
aa1f97,35.219936,-80.945526,1696118400.016
aa763f,35.214008,-80.945024,1696118400.016
a6e131,35.217686,-80.944977,1696118400.016
a04f75,35.219654,-80.944603,1696118400.016
acced9,35.217724,-80.94252,1696118400.016
ab4af1,35.220097,-80.942513,1696118400.016
a18b71,35.217674,-80.942345,1696118400.016
a977d4,35.218964,-80.942053,1696118400.016
a8bbbc,35.217648,-80.942039,1696118400.016
a69061,35.223988,-80.940063,1696118400.016
3c6509,35.221481,-80.939552,1696118400.016
a71efa,35.220509,-80.939095,1696118400.016
a2c1b6,25.795555,-80.294317,1696118400.016
0c2194,25.791996,-80.293223,1696118400.016
a21f94,40.495102,-80.244766,1696118400.016
a53db2,26.067684,-80.156289,1696118400.016
a8b8ba,26.066952,-80.152532,1696118400.016
acbf60,26.06987,-80.151936,1696118400.016
a8c094,26.06696,-80.151813,1696118400.016
acc6ce,26.069859,-80.150174,1696118400.016
a34978,26.068997,-80.149489,1696118400.016
c06a76,26.068636,-80.148644,1696118400.016
a874e1,26.073475,-80.148567,1696118400.016
a84d62,26.07122,-80.147505,1696118400.016
adb35c,26.073395,-80.147476,1696118400.016
a654cb,26.070843,-80.147427,1696118400.016
a7da9c,26.071383,-80.147284,1696118400.016
a81773,26.069963,-80.146663,1696118400.016
a7946a,26.066926,-80.146135,1696118400.016
a90824,26.073189,-80.145704,1696118400.016
a41f37,26.066926,-80.145,1696118400.016
ad4c27,26.067647,-80.142306,1696118400.016
adc9b6,26.075581,-80.141779,1696118400.016
a44291,26.075573,-80.140153,1696118400.016
ab5b8c,26.074139,-80.138086,1696118400.016
abef79,26.07439,-80.137037,1696118400.016
a3d039,26.683571,-80.090837,1696118400.016
a74923,26.685299,-80.089334,1696118400.016
c04826,43.685898,-79.647015,1696118400.016
c1e84e,43.679348,-79.638274,1696118400.016
ac2bb9,43.689663,-79.633873,1696118400.016
c00b7d,43.689066,-79.633108,1696118400.016
c00e6c,43.682602,-79.629976,1696118400.016
c1e803,43.664789,-79.627811,1696118400.016
c080aa,43.684597,-79.62186,1696118400.016
c07c7a,43.667187,-79.619501,1696118400.016
c03bf2,43.670503,-79.617299,1696118400.016
4007f4,43.67432,-79.616023,1696118400.016
c084a3,43.678475,-79.615075,1696118400.016
c04052,43.67226,-79.61344,1696118400.016
48ae24,43.670724,-79.612688,1696118400.016
c052e0,43.680803,-79.607931,1696118400.016
c0404f,43.67926,-79.606981,1696118400.016
c1e94d,43.670734,-79.597384,1696118400.016
ad2d99,36.051086,-79.472294,1696118400.016
ad6113,40.273624,-79.405975,1696118400.016
0c216c,9.04922,-79.393646,1696118400.016
0c200a,9.056982,-79.391327,1696118400.016
0c20f3,9.055756,-79.389938,1696118400.016
0c203a,9.058022,-79.388649,1696118400.016
a35da8,35.875408,-78.795633,1696118400.016
a37df6,35.878939,-78.793492,1696118400.016
a967ae,42.93338,-78.734271,1696118400.016
a0f869,42.935781,-78.733586,1696118400.016
a7e5c1,42.93512,-78.732083,1696118400.016
a08fb3,38.0312,-78.498118,1696118400.016
a0cab1,43.120285,-77.656349,1696118400.016
ad35bf,38.724025,-77.514526,1696118400.016
ac45ea,38.713306,-77.507294,1696118400.016
a8d46a,38.954401,-77.459259,1696118400.016
a77e8f,38.958753,-77.455902,1696118400.016
a2c86d,38.95717,-77.454239,1696118400.016
abcd7e,38.968941,-77.452807,1696118400.016
04004b,38.948291,-77.448334,1696118400.016
406a03,38.947278,-77.444687,1696118400.016
ab473a,38.854325,-77.042328,1696118400.016
a648d1,38.857293,-77.041901,1696118400.016
a639f5,38.852577,-77.039267,1696118400.016
aa7a61,39.185591,-76.681366,1696118400.016
a835d1,39.182239,-76.677353,1696118400.016
ac3b51,39.176125,-76.669494,1696118400.016
abbcc1,39.177532,-76.665941,1696118400.016
a01be7,39.18438,-76.657074,1696118400.016
acdfa0,39.184718,-76.655319,1696118400.016
0aca89,8.824966,-75.824961,1696118400.016
a54cd9,39.868803,-75.255096,1696118400.016
a28de3,39.870586,-75.25184,1696118400.016
a5232b,39.873505,-75.246839,1696118400.016
a4ce11,39.874718,-75.246526,1696118400.016
ab3fcc,39.874683,-75.245003,1696118400.016
a0e7f4,39.873551,-75.244766,1696118400.016
a00df9,39.874447,-75.243164,1696118400.016
ac7581,39.876228,-75.241047,1696118400.016
a728c1,39.874237,-75.240943,1696118400.016
aa4ac9,39.87553,-75.240753,1696118400.016
ab34a7,39.874866,-75.240406,1696118400.016
a0628f,39.874447,-75.240173,1696118400.016
a46ab3,39.87745,-75.237503,1696118400.016
a466fc,39.877281,-75.237032,1696118400.016
a77111,39.879604,-75.236032,1696118400.016
a765ec,39.880074,-75.234674,1696118400.016
a89b9b,39.878172,-75.234177,1696118400.016
a8d62c,40.280777,-74.812988,1696118400.016
a465df,40.68498,-74.184182,1696118400.016
a29212,40.676777,-74.183823,1696118400.016
aa7e51,40.685223,-74.182159,1696118400.016
a135cb,40.684193,-74.180389,1696118400.016
a923cf,40.676903,-74.180099,1696118400.016
aa7f03,40.677811,-74.179516,1696118400.016
a2b501,40.675678,-74.179276,1696118400.016
a9067b,40.67951,-74.178439,1696118400.016
a895eb,40.699842,-74.177425,1696118400.016
a8fc2e,40.682476,-74.176559,1696118400.016
a2e014,40.697293,-74.17602,1696118400.016
a9178d,40.683895,-74.175659,1696118400.016
a78945,40.69154,-74.174744,1696118400.016
aa23b3,40.700432,-74.173843,1696118400.016
48ae01,40.687305,-74.173477,1696118400.016
aa1ffc,40.69931,-74.173416,1696118400.016
a3c3e6,40.69777,-74.173149,1696118400.016
a9ffeb,40.698795,-74.172516,1696118400.016
aa477b,40.690846,-74.172431,1696118400.016
a94b50,40.701164,-74.172287,1696118400.016
a9d4b5,40.693115,-74.171852,1696118400.016
aa3646,40.698166,-74.171666,1696118400.016
a3a0eb,40.694768,-74.171651,1696118400.016
a0ad24,40.692684,-74.17126,1696118400.016
ada699,40.700237,-74.170824,1696118400.016
aa2ed8,40.696564,-74.170349,1696118400.016
aa2b21,40.700156,-74.169559,1696118400.016
a9b4a4,40.7001,-74.168839,1696118400.016
a2b130,40.6982,-74.162613,1696118400.016
ad4397,4.687592,-74.135681,1696118400.016
ab48aa,40.854973,-74.061447,1696118400.016
~31ce67,40.765993,-73.887535,1696118400.016
~31ce5d,40.766167,-73.887395,1696118400.016
a8faa6,40.775608,-73.877319,1696118400.016
~31cf40,40.777817,-73.875176,1696118400.016
acca88,40.774942,-73.874645,1696118400.016
~31cde6,40.77734,-73.872336,1696118400.016
c04049,40.777691,-73.871216,1696118400.016
~31cdff,40.782821,-73.871025,1696118400.016
~31ce0d,40.775955,-73.869371,1696118400.016
~31c64a,40.777584,-73.868309,1696118400.016
a849ab,40.772964,-73.866499,1696118400.016
a2d27c,40.77475,-73.865509,1696118400.016
a359c2,40.771099,-73.864014,1696118400.016
~31c7a7,40.771986,-73.86252,1696118400.016
a03f24,40.770368,-73.861396,1696118400.016
a042db,40.770573,-73.861191,1696118400.016
a062ec,40.769234,-73.860626,1696118400.016
a689b8,42.746441,-73.808372,1696118400.016
~3106ba,40.646109,-73.804904,1696118400.016
a18de7,40.642445,-73.799866,1696118400.016
49526a,40.642467,-73.796036,1696118400.016
4006c0,40.644665,-73.795959,1696118400.016
aa8315,40.648739,-73.795525,1696118400.016
~310236,40.651707,-73.793808,1696118400.016
a01112,40.648611,-73.793512,1696118400.016
4ba94c,40.642101,-73.792526,1696118400.016
a01097,40.649734,-73.79248,1696118400.016
04019a,40.646828,-73.792389,1696118400.016
a27e88,40.63916,-73.79158,1696118400.016
4007ed,40.649815,-73.790665,1696118400.016
~310cf0,40.637054,-73.788986,1696118400.016
a4c5d8,40.637927,-73.78883,1696118400.016
aca29a,40.653511,-73.788206,1696118400.016
ad60b7,40.636333,-73.787332,1696118400.016
aa4252,40.622646,-73.786697,1696118400.016
a13748,40.623531,-73.786318,1696118400.016
a4c527,40.653231,-73.785522,1696118400.016
~31059f,40.654221,-73.785324,1696118400.016
aa2184,40.622588,-73.785163,1696118400.016
~310380,40.635297,-73.785085,1696118400.016
aae5f7,40.64138,-73.784821,1696118400.016
48455e,40.63965,-73.7829,1696118400.016
~310b21,40.631733,-73.782898,1696118400.016
a9704d,40.634995,-73.782385,1696118400.016
a22642,40.654919,-73.781525,1696118400.016
adf128,40.63361,-73.781339,1696118400.016
a21142,40.634514,-73.781326,1696118400.016
a18284,40.630634,-73.780762,1696118400.016
a0b59d,40.638462,-73.780472,1696118400.016
a34bdc,40.634075,-73.780013,1696118400.016
a0f46f,40.632729,-73.779984,1696118400.016
~3105aa,40.633209,-73.779572,1696118400.016
ad7701,40.648751,-73.778967,1696118400.016
a67f81,40.636356,-73.778921,1696118400.016
a12861,40.635441,-73.778152,1696118400.016
~310df6,40.636042,-73.777953,1696118400.016
ad8bed,40.647903,-73.777908,1696118400.016
~310934,40.649821,-73.777875,1696118400.016
~310769,40.636088,-73.777703,1696118400.016
~3100a0,40.636135,-73.777657,1696118400.016
~310821,40.636112,-73.777657,1696118400.016
~310bed,40.634459,-73.777532,1696118400.016
~310a71,40.649654,-73.777466,1696118400.016
ad0074,40.647629,-73.777405,1696118400.016
a1c935,40.642513,-73.777145,1696118400.016
~31077c,40.637249,-73.777039,1696118400.016
a1f0b4,40.641523,-73.776424,1696118400.016
a44728,40.644165,-73.775924,1696118400.016
a299c8,40.643188,-73.77505,1696118400.016
a1a3a9,40.646198,-73.774506,1696118400.016
aa099e,40.645981,-73.772429,1696118400.016
ad27f3,40.638737,-73.770935,1696118400.016
a7e18a,40.648331,-73.770699,1696118400.016
a9bee2,40.643154,-73.767456,1696118400.016
~310d44,40.632511,-73.767014,1696118400.016
~31081a,40.632574,-73.766951,1696118400.016
~310bd1,40.632725,-73.766842,1696118400.016
4952a7,40.647727,-73.762582,1696118400.016
ad2095,40.639812,-73.760681,1696118400.016
c1e4ec,45.45948,-73.758676,1696118400.016
