hex,lat,lon,time
c1e587,45.453465,-73.758288,1696118400.016
c1e44c,45.458702,-73.758267,1696118400.016
c0799a,45.458981,-73.758202,1696118400.016
c1e44a,45.458439,-73.757777,1696118400.016
c0160b,45.455211,-73.756061,1696118400.016
c05ed8,45.455816,-73.755257,1696118400.016
c1e5a9,45.458473,-73.755046,1696118400.016
c1e571,45.455704,-73.754589,1696118400.016
c1e545,45.459913,-73.754386,1696118400.016
c1e480,45.459703,-73.752879,1696118400.016
c01a52,45.461437,-73.752725,1696118400.016
c05060,45.460052,-73.752159,1696118400.016
c1e5ac,45.459412,-73.751442,1696118400.016
c1e474,45.461018,-73.75035,1696118400.016
c1e479,45.460705,-73.750322,1696118400.016
c1e54c,45.457684,-73.750107,1696118400.016
c02e94,45.461517,-73.749896,1696118400.016
c1e42e,45.460144,-73.748589,1696118400.016
c01ec6,45.46067,-73.74836,1696118400.016
c1e5ba,45.460213,-73.748262,1696118400.016
c05ed0,45.458772,-73.747453,1696118400.016
c010a8,45.461624,-73.746196,1696118400.016
c1e5b7,45.458924,-73.745878,1696118400.016
c1e41b,45.452248,-73.74576,1696118400.016
c1e575,45.460856,-73.74268,1696118400.016
c00b7b,45.460239,-73.742077,1696118400.016
c04fdd,45.461403,-73.741297,1696118400.016
c0226c,45.462427,-73.73923,1696118400.016
c1e5e1,45.469456,-73.732849,1696118400.016
c1e403,45.479732,-73.732447,1696118400.016
c0534e,45.469952,-73.729346,1696118400.016
c1e488,45.458388,-73.727808,1696118400.016
c0671b,45.472755,-73.725684,1696118400.016
ab0416,41.068771,-73.705139,1696118400.016
a683a8,41.067732,-73.704295,1696118400.016
a42569,40.72292,-73.421412,1696118400.016
a91382,42.427058,-73.291456,1696118400.016
a2b223,41.94104,-72.69722,1696118400.016
a1a110,41.934288,-72.68472,1696118400.016
e8024f,-16.343513,-71.566658,1696118400.016
a1ec57,41.725399,-71.434974,1696118400.016
a0be20,42.463729,-71.290331,1696118400.016
a04a49,42.365158,-71.023084,1696118400.016
~2dcdc6,42.356312,-71.021649,1696118400.016
a066a3,42.363607,-71.021597,1696118400.016
~2dcf80,42.359511,-71.020974,1696118400.016
aa59a5,42.360466,-71.020712,1696118400.016
~2dce2b,42.360197,-71.019921,1696118400.016
~2dcf63,42.372638,-71.018052,1696118400.016
ab84ab,42.37137,-71.017781,1696118400.016
ad4804,42.367653,-71.01742,1696118400.016
~2dcf97,42.373756,-71.01727,1696118400.016
~2dcf94,42.370986,-71.01711,1696118400.016
49530d,42.368902,-71.016982,1696118400.016
~2dcb79,42.370916,-71.016503,1696118400.016
~2dcd9b,42.371591,-71.016264,1696118400.016
~2dcf20,42.357427,-71.0162,1696118400.016
a338ac,42.367664,-71.016078,1696118400.016
ac3adf,42.363223,-71.014379,1696118400.016
a79768,42.363689,-71.013852,1696118400.016
aa589c,42.366109,-71.013757,1696118400.016
~2dcec9,42.347279,-71.013693,1696118400.016
a3401a,42.364771,-71.013581,1696118400.016
ab0a9d,42.352795,-71.013549,1696118400.016
~2dcecf,42.364445,-71.012703,1696118400.016
~2dcf7d,42.369263,-71.012671,1696118400.016
a92478,42.364849,-71.012598,1696118400.016
c06724,42.355903,-71.012256,1696118400.016
a147d1,42.362036,-71.011936,1696118400.016
a9741d,42.369495,-71.011552,1696118400.016
a6c5dc,42.36661,-71.010834,1696118400.016
~2dc8ee,42.36562,-71.010691,1696118400.016
~2dcd62,42.368414,-71.010451,1696118400.016
~2dce51,42.368367,-71.009333,1696118400.016
~2dccfa,42.366179,-71.009142,1696118400.016
~2dcef4,42.367506,-71.008998,1696118400.016
~2dce1e,42.366028,-71.008934,1696118400.016
~2dc264,42.365946,-71.008775,1696118400.016
~2dcdf1,42.366051,-71.008264,1696118400.016
~2dc4c3,42.371498,-71.007864,1696118400.016
~2dce5f,42.369484,-71.006874,1696118400.016
a24aca,42.371777,-71.006699,1696118400.016
~2dcf44,42.370532,-71.006315,1696118400.016
~2dc8f6,42.355728,-70.992966,1696118400.016
ade609,18.432346,-69.67659,1696118400.016
aa4d77,18.427311,-69.673599,1696118400.016
a46070,12.13258,-68.279307,1696118400.016
4ba9ea,51.220402,-58.687897,1696118400.016
e065d3,-34.816315,-58.545288,1696118400.016
e0658e,-34.555458,-58.420844,1696118400.016
e06442,-34.557335,-58.417502,1696118400.016
e03614,-34.556591,-58.415302,1696118400.016
e49369,-1.384884,-48.476685,1696118400.016
e490ee,-15.865093,-47.92311,1696118400.016
e486c2,-15.869442,-47.919424,1696118400.016
e49aa8,-15.873149,-47.917201,1696118400.016
e49083,-23.007851,-47.137783,1696118400.016
e4944e,-23.624348,-46.660233,1696118400.016
e48f02,-23.429764,-46.483067,1696118400.016
e491f0,-23.434362,-46.483065,1696118400.016
e483be,-23.423195,-46.48092,1696118400.016
e80448,-23.430661,-46.477966,1696118400.016
e48b66,-23.427332,-46.476695,1696118400.016
e8026c,-23.429811,-46.476021,1696118400.016
e47fa6,-23.430637,-46.475741,1696118400.016
e48189,-23.424133,-46.461294,1696118400.016
e48043,-20.265896,-40.281643,1696118400.016
34668c,-3.77829,-38.53081,1696118400.016
4cc086,63.980162,-22.632138,1696118400.016
3c65c1,63.988804,-22.62864,1696118400.016
4cc088,63.977028,-21.634246,1696118400.016
495293,32.698909,-16.771751,1696118400.016
344044,28.054997,-16.562778,1696118400.016
3474da,27.941992,-15.386986,1696118400.016
34450e,28.460002,-13.869176,1696118400.016
490020,38.911869,-9.274148,1696118400.016
490031,38.424133,-9.185914,1696118400.016
496c2c,38.768509,-9.140386,1696118400.016
496c28,38.772778,-9.136072,1696118400.016
46b8b0,38.770226,-9.135236,1696118400.016
496c4b,38.780924,-9.132843,1696118400.016
496c4d,38.780656,-9.132797,1696118400.016
496c2b,38.773865,-9.130698,1696118400.016
496c2a,38.774117,-9.130475,1696118400.016
490039,39.173824,-9.05372,1696118400.016
49003a,38.704857,-9.009834,1696118400.016
49003c,37.083744,-8.94626,1696118400.016
490036,39.549105,-8.867966,1696118400.016
49003d,37.162216,-8.614479,1696118400.016
34450d,43.306942,-8.374443,1696118400.016
49003f,37.013661,-7.975029,1696118400.016
490040,37.019189,-7.971089,1696118400.016
490034,37.307533,-7.962283,1696118400.016
49003e,37.013229,-7.955878,1696118400.016
02a181,12.539486,-7.944346,1696118400.016
020095,33.35918,-7.581407,1696118400.016
4ca294,53.423092,-6.270447,1696118400.016
4ca393,53.436546,-6.266549,1696118400.016
4ca333,53.429685,-6.266211,1696118400.016
4ca334,53.429274,-6.26418,1696118400.016
4ca399,53.436184,-6.262776,1696118400.016
4cadbd,53.431034,-6.252104,1696118400.016
341054,37.427499,-5.76221,1696118400.016
4ca84c,55.51096,-4.609365,1696118400.016
34724e,36.814167,-4.369726,1696118400.016
~341057,40.460459,-3.567123,1696118400.016
342188,40.493534,-3.566544,1696118400.016
aaa6e4,40.488658,-3.565984,1696118400.016
896171,40.466949,-3.564774,1696118400.016
40772e,55.943962,-3.384601,1696118400.016
40717d,55.94981,-3.363044,1696118400.016
4010ec,53.335991,-2.849324,1696118400.016
407687,51.385632,-2.70928,1696118400.016
425853,53.329891,-2.313642,1696118400.016
425854,53.366357,-2.290892,1696118400.016
425855,53.361794,-2.283763,1696118400.016
425852,53.340923,-2.283292,1696118400.016
407e45,53.354963,-2.281218,1696118400.016
406011,53.352413,-2.280428,1696118400.016
425850,53.357709,-2.279522,1696118400.016
4258bf,53.364052,-2.276779,1696118400.016
4258c1,53.364017,-2.276755,1696118400.016
406015,53.360805,-2.273907,1696118400.016
425851,53.361341,-2.271868,1696118400.016
4ca703,52.450383,-1.738331,1696118400.016
424a7e,52.443936,-1.734055,1696118400.016
424a7a,52.443958,-1.734028,1696118400.016
43bf95,55.036812,-1.709889,1696118400.016
4caa5c,55.035929,-1.701549,1696118400.016
43bf94,55.039967,-1.700823,1696118400.016
43bf96,54.848957,-1.420427,1696118400.016
4016b7,52.073479,-1.364574,1696118400.016
4066d0,52.829166,-1.336384,1696118400.016
406e2e,52.827232,-1.329994,1696118400.016
406814,51.470821,-0.464506,1696118400.016
42584c,51.458471,-0.448227,1696118400.016
42584b,51.47057,-0.447043,1696118400.016
4005b9,51.470032,-0.418724,1696118400.016
4d23a1,51.149609,-0.199642,1696118400.016
406cdd,51.152584,-0.180977,1696118400.016
43bff0,51.14764,-0.179381,1696118400.016
406b83,51.155159,-0.176802,1696118400.016
4d2340,51.155846,-0.167727,1696118400.016
400afe,51.157686,-0.167274,1696118400.016
43bff8,51.157608,-0.164943,1696118400.016
424a48,51.884125,0.229154,1696118400.016
34104c,41.285603,2.083817,1696118400.016
3bfdff,48.722748,2.319001,1696118400.016
39d30d,48.732489,2.378359,1696118400.016
3bfbff,48.730522,2.392097,1696118400.016
3bffff,48.719198,2.393863,1696118400.016
392b3b,49.009735,2.547842,1696118400.016
392adb,49.016155,2.54787,1696118400.016
392afb,49.003458,2.573565,1696118400.016
392b1b,49.005947,2.597245,1696118400.016
34624f,41.899441,2.764997,1696118400.016
4481d9,50.905918,4.471807,1696118400.016
44818f,50.89967,4.473953,1696118400.016
44ce77,50.891477,4.47794,1696118400.016
44cdcc,50.892746,4.479044,1696118400.016
4481a6,50.907677,4.481964,1696118400.016
480d7d,52.43999,4.67021,1696118400.016
484204,52.327078,4.720963,1696118400.016
4842b8,52.318105,4.744524,1696118400.016
48520b,52.314066,4.747604,1696118400.016
4846df,52.312123,4.74782,1696118400.016
4842b0,52.319023,4.754028,1696118400.016
4842c6,52.319443,4.754647,1696118400.016
48430d,52.310806,4.763489,1696118400.016
484211,52.30703,4.774551,1696118400.016
484207,52.312321,4.775757,1696118400.016
485f8f,52.31147,4.802818,1696118400.016
4b17fa,46.230283,6.105772,1696118400.016
4b1800,46.235847,6.110525,1696118400.016
3c3fb4,51.276615,6.765175,1696118400.016
4b9e04,50.882927,7.118083,1696118400.016
3c83bb,50.878303,7.123092,1696118400.016
3c5ee8,50.870074,7.125511,1696118400.016
38c9ff,47.58607,7.531867,1696118400.016
4bd18a,52.132427,7.693863,1696118400.016
45fe53,55.09526,8.543951,1696118400.016
3c407f,50.037825,8.576963,1696118400.016
3c4080,50.038337,8.579487,1696118400.016
45fe46,55.74931,9.146035,1696118400.016
3c823b,48.691709,9.191907,1696118400.016
3c8246,48.6925,9.217529,1696118400.016
45fe47,55.699619,9.377663,1696118400.016
205000,39.595837,9.459751,1696118400.016
4bb86e,52.46727,9.670086,1696118400.016
45fe42,57.086449,9.883447,1696118400.016
45fe43,57.275813,9.977291,1696118400.016
45fe44,56.288103,10.702443,1696118400.016
45fe45,56.447219,10.945837,1696118400.016
3c8146,48.084284,11.294755,1696118400.016
45fe49,55.591324,12.12849,1696118400.016
a98c7a,51.41015,12.228966,1696118400.016
4067a4,51.408451,12.246265,1696118400.016
3c8195,51.410941,12.246456,1696118400.016
45fe4a,55.681171,12.354272,1696118400.016
45fe4b,55.611827,12.657537,1696118400.016
45fe3e,55.611843,12.657561,1696118400.016
4b8e42,55.625059,12.662902,1696118400.016
3c3d62,52.360572,13.479459,1696118400.016
4984c4,49.657977,13.817657,1696118400.016
49f08c,49.784201,14.031512,1696118400.016
49f085,50.099911,14.255881,1696118400.016
49f0de,50.113379,14.258547,1696118400.016
49f0df,50.105407,14.264615,1696118400.016
49f0e2,50.107118,14.265821,1696118400.016
49f0e0,50.115555,14.268078,1696118400.016
49f0e1,50.086705,14.270405,1696118400.016
49f015,50.105232,14.274836,1696118400.016
49f08d,50.734001,14.985157,1696118400.016
505f14,48.170151,17.217161,1696118400.016
49f0f4,49.695843,18.120557,1696118400.016
48e304,54.356827,18.480074,1696118400.016
48e305,54.376923,18.517739,1696118400.016
505fc1,49.095623,18.818735,1696118400.016
474806,47.430542,19.236958,1696118400.016
474809,47.430759,19.260612,1696118400.016
474805,47.43943,19.273734,1696118400.016
4408df,41.422239,19.71471,1696118400.016
48e805,52.165565,20.945238,1696118400.016
48e804,52.162434,20.959721,1696118400.016
471f32,52.177494,20.961894,1696118400.016
48e806,52.180729,20.962405,1696118400.016
48af05,52.179417,20.963058,1696118400.016
48e807,52.175562,20.973685,1696118400.016
48e808,52.174212,20.973999,1696118400.016
48e80a,52.156313,20.981631,1696118400.016
48e809,52.16404,20.983514,1696118400.016
4bcdf9,41.959568,21.62565,1696118400.016
505fc3,48.751168,22.339488,1696118400.016
45603f,43.628094,22.70601,1696118400.016
456047,42.347221,22.838213,1696118400.016
46f201,40.524759,22.960911,1696118400.016
46f202,40.511701,22.976953,1696118400.016
456046,42.574198,22.978033,1696118400.016
456048,41.771812,23.064455,1696118400.016
456045,42.63162,23.070826,1696118400.016
456043,43.133348,23.118766,1696118400.016
456004,42.92029,23.145414,1696118400.016
456051,42.565388,23.289914,1696118400.016
456024,42.688623,23.399793,1696118400.016
471f72,42.690881,23.401981,1696118400.016
4d245a,42.690765,23.402502,1696118400.016
452086,42.691944,23.403579,1696118400.016
456003,42.700168,23.407681,1696118400.016
456035,42.695862,23.409183,1696118400.016
456021,42.684906,23.409415,1696118400.016
456001,42.691658,23.413395,1696118400.016
456002,42.689659,23.413414,1696118400.016
456042,43.241408,23.611695,1696118400.016
456041,43.241386,23.611743,1696118400.016
4a7c1f,46.791249,23.694283,1696118400.016
4a7c27,44.311375,23.880975,1696118400.016
456044,43.034866,24.0553,1696118400.016
45604e,41.637241,24.678982,1696118400.016
5113fa,59.4184,24.813812,1696118400.016
467727,60.333993,24.950736,1696118400.016
4a7c26,45.426968,25.48511,1696118400.016
4a7c24,44.500854,26.067222,1696118400.016
4a7c1d,44.562572,26.076569,1696118400.016
4a7c12,44.570695,26.078244,1696118400.016
4a7c11,44.570451,26.078277,1696118400.016
4a00b7,44.568973,26.083017,1696118400.016
4a7c13,44.57325,26.083619,1696118400.016
4a7c17,44.570721,26.086595,1696118400.016
4a7c19,44.57371,26.096549,1696118400.016
4a7c16,44.574978,26.096984,1696118400.016
4a7c14,44.57897,26.098893,1696118400.016
4a7c1a,44.571975,26.109126,1696118400.016
4a7c1b,44.571922,26.10914,1696118400.016
4a7c15,44.579922,26.111281,1696118400.016
4a7c1c,44.566566,26.116268,1696118400.016
4bf239,41.274147,28.711838,1696118400.016
4ba9a9,41.264252,28.749348,1696118400.016
4bf169,41.266972,28.751511,1696118400.016
4baa4c,41.269665,28.752094,1696118400.016
50841c,41.2691,28.753723,1696118400.016
4ba8f3,36.893002,30.7955,1696118400.016
738052,32.004547,34.87153,1696118400.016
4bc859,21.672754,39.14542,1696118400.016
710227,21.694857,39.161388,1696118400.016
040078,-6.868166,39.212608,1696118400.016
06a087,40.147213,44.381638,1696118400.016
10fa02,51.717278,46.182709,1696118400.016
a865e3,29.226438,47.958755,1696118400.016
706056,29.237773,47.977726,1696118400.016
06a08d,25.262666,51.596837,1696118400.016
06a0b2,25.27129,51.59846,1696118400.016
4bc849,25.261654,51.604703,1696118400.016
06a0a8,25.256125,51.605115,1696118400.016
06a383,25.25616,51.607162,1696118400.016
896e75,24.440002,54.634768,1696118400.016
896e32,24.449924,54.641368,1696118400.016
896e6d,24.456631,54.641431,1696118400.016
896e23,24.426041,54.646899,1696118400.016
896e1f,24.461246,54.647564,1696118400.016
4b8e46,24.433722,54.649922,1696118400.016
896e1b,24.453838,54.660009,1696118400.016
896e1e,24.442811,54.663097,1696118400.016
896e3e,24.425924,54.670715,1696118400.016
ac5fd6,25.256092,55.353686,1696118400.016
896211,25.249864,55.354083,1696118400.016
896183,25.25972,55.355581,1696118400.016
800cf4,25.258472,55.357882,1696118400.016
896ee5,25.249443,55.358555,1696118400.016
896f23,25.263748,55.359917,1696118400.016
896f20,25.264,55.359955,1696118400.016
896218,25.255439,55.363372,1696118400.016
8963ba,25.259756,55.365225,1696118400.016
896178,25.245815,55.367279,1696118400.016
896e89,25.258011,55.367828,1696118400.016
896ed5,25.258022,55.367985,1696118400.016
896f21,25.258638,55.368061,1696118400.016
896ed7,25.258495,55.36808,1696118400.016
896187,25.258651,55.368762,1696118400.016
896196,25.247532,55.369517,1696118400.016
896180,25.24229,55.37173,1696118400.016
896198,25.245003,55.373014,1696118400.016
896305,25.241352,55.374096,1696118400.016
896212,25.240917,55.374845,1696118400.016
89647b,25.244362,55.376053,1696118400.016
896479,25.242462,55.377636,1696118400.016
800da3,25.246954,55.379696,1696118400.016
151d77,54.566986,55.87944,1696118400.016
896e7c,25.166428,56.176122,1696118400.016
5153ad,38.5831,68.81572,1696118400.016
896497,23.074059,72.625298,1696118400.016
8013ca,19.090405,72.86557,1696118400.016
760000,31.521927,74.410064,1696118400.016
8015fc,31.706124,74.798973,1696118400.016
800d4c,28.551826,77.069817,1696118400.016
8015c7,28.562696,77.084213,1696118400.016
801445,28.56443,77.093971,1696118400.016
8014e5,28.547413,77.09446,1696118400.016
801455,28.567337,77.115707,1696118400.016
896585,12.992146,80.178955,1696118400.016
~10d2f1,55.033986,82.603038,1696118400.016
151fba,55.013363,82.660668,1696118400.016
151ff0,55.280375,86.121306,1696118400.016
800870,22.640995,88.439954,1696118400.016
8008c0,22.647489,88.440336,1696118400.016
8008cb,22.651669,88.441003,1696118400.016
8013dd,22.642403,88.441366,1696118400.016
8001ac,22.64217,88.442201,1696118400.016
8008c6,22.651909,88.444236,1696118400.016
8008c7,22.646069,88.449071,1696118400.016
8008d3,22.652505,88.450737,1696118400.016
70c13c,23.849007,90.401917,1696118400.016
880846,13.906969,100.597855,1696118400.016
88084c,13.918968,100.604965,1696118400.016
8832b0,13.922587,100.605047,1696118400.016
8832cb,13.918188,100.605083,1696118400.016
880858,13.9231,100.606246,1696118400.016
880851,13.925753,100.612007,1696118400.016
882da5,13.704151,100.745209,1696118400.016
8013ed,1.340053,103.977415,1696118400.016
76e94f,1.378377,103.98794,1696118400.016
76eac3,1.33692,103.991119,1696118400.016
76cd10,1.37712,103.991278,1696118400.016
76e965,1.32895,104.002663,1696118400.016
76b441,1.36813,104.004566,1696118400.016
76d24d,1.359135,104.012421,1696118400.016
88808c,16.049103,108.200214,1696118400.016
888127,16.051328,108.201305,1696118400.016
888170,16.031078,108.203671,1696118400.016
a739ce,4.829865,111.047431,1696118400.016
780ab5,22.297096,113.899021,1696118400.016
7b1007,22.306515,113.904128,1696118400.016
504e27,22.328075,113.905014,1696118400.016
7801c7,22.309834,113.911718,1696118400.016
7b1005,22.310847,113.915469,1696118400.016
4d0110,22.301792,113.920975,1696118400.016
780a67,22.313747,113.921156,1696118400.016
780a4a,22.310882,113.922221,1696118400.016
780a0b,22.306343,113.923753,1696118400.016
7b100a,22.308998,113.931519,1696118400.016
780a6d,22.314159,113.93258,1696118400.016
7b1041,22.309811,113.93383,1696118400.016
7c685d,-32.095757,115.879614,1696118400.016
7c6d93,-31.950565,115.961435,1696118400.016
7cf62e,-31.936977,115.967003,1696118400.016
~7cf680,-31.940804,115.973204,1696118400.016
780d7e,30.23683,120.40952,1696118400.016
798031,30.2235,120.41718,1696118400.016
78042c,30.2312,120.43185,1696118400.016
75824c,14.510216,121.014008,1696118400.016
758708,14.516198,121.014224,1696118400.016
7583a5,14.507664,121.014913,1696118400.016
758322,14.512195,121.017295,1696118400.016
75869f,14.512928,121.017601,1696118400.016
8990ed,25.072418,121.218636,1696118400.016
899107,25.07449,121.221266,1696118400.016
750425,25.071487,121.233846,1696118400.016
8990d7,25.07523,121.235085,1696118400.016
780a7e,25.076503,121.23702,1696118400.016
88809e,25.074606,121.23781,1696118400.016
781fc1,31.187622,121.330292,1696118400.016
780b31,31.198414,121.341232,1696118400.016
899069,25.065796,121.556997,1696118400.016
780fc7,31.129509,121.797975,1696118400.016
780f99,31.132403,121.799075,1696118400.016
781d9e,31.132996,121.802577,1696118400.016
781c0a,31.159345,121.803333,1696118400.016
7800d1,31.127352,121.803346,1696118400.016
7810e9,31.148568,121.807439,1696118400.016
781929,31.15718,121.809169,1696118400.016
76cd15,31.148486,121.813522,1696118400.016
781d39,31.138489,121.817271,1696118400.016
780d73,31.128446,121.821075,1696118400.016
78185a,31.12682,121.821684,1696118400.016
71bd33,37.462425,126.432159,1696118400.016
71c349,37.455322,126.43531,1696118400.016
71bf09,37.466568,126.437904,1696118400.016
71ba03,37.462784,126.440102,1696118400.016
71d419,37.456409,126.444633,1696118400.016
71c039,37.456432,126.450798,1696118400.016
71c543,37.453583,126.459457,1696118400.016
71c069,33.50148,126.475311,1696118400.016
71d423,37.455814,126.480728,1696118400.016
71c099,33.508209,126.488564,1696118400.016
71d187,33.504589,126.49102,1696118400.016
71c333,37.559509,126.795479,1696118400.016
8681ae,26.215044,127.648735,1696118400.016
8a0517,-3.706955,128.089264,1696118400.016
8681b9,33.600056,130.443405,1696118400.016
71c339,33.586044,130.445862,1696118400.016
86222e,33.597931,130.446976,1696118400.016
7c01e7,-12.412571,130.86624,1696118400.016
846f00,34.791321,135.436903,1696118400.016
86e7de,34.789488,135.440354,1696118400.016
7c1687,-34.78666,138.634014,1696118400.016
7c14fc,-34.79149,138.634644,1696118400.016
87cc49,35.839817,139.407288,1696118400.016
ae57c1,35.460709,139.445844,1696118400.016
86dd08,35.550187,139.764969,1696118400.016
862a60,35.553364,139.76624,1696118400.016
406f7a,35.54887,139.767517,1696118400.016
861b28,35.551987,139.772215,1696118400.016
846444,35.555592,139.772215,1696118400.016
84c7d2,35.557468,139.772573,1696118400.016
86dca2,35.549641,139.77263,1696118400.016
86d288,35.556839,139.773889,1696118400.016
851ca8,35.552014,139.780251,1696118400.016
861f5e,35.56356,139.781921,1696118400.016
841c60,35.549593,139.782238,1696118400.016
867f68,35.564583,139.784122,1696118400.016
85db54,35.556736,139.786878,1696118400.016
845d88,35.553211,139.788294,1696118400.016
87aac6,35.54389,139.791003,1696118400.016
86d222,35.551586,139.792929,1696118400.016
84640c,35.533079,139.803115,1696118400.016
7c7a46,-37.663833,144.826927,1696118400.016
7cf353,-37.661913,144.840809,1696118400.016
~7cf714,-37.661947,144.840824,1696118400.016
7c7c77,-37.674982,144.841854,1696118400.016
7cf65c,-37.684547,144.845255,1696118400.016
76cd75,-37.666557,144.845635,1696118400.016
7c5984,-37.672691,144.846613,1696118400.016
76cd42,-37.663367,144.847855,1696118400.016
7c6d26,-37.673298,144.847958,1696118400.016
~7cf34c,-37.66552,144.848362,1696118400.016
7c6dbb,-37.665485,144.848482,1696118400.016
7c47a3,-37.664486,144.849199,1696118400.016
7c68b8,-37.667633,144.85012,1696118400.016
7c6b9b,-37.973888,145.095822,1696118400.016
7c0898,-37.98019,145.101794,1696118400.016
7c7c9c,-42.838696,147.515275,1696118400.016
7c4512,-35.31134,149.191575,1696118400.016
7c39f5,-35.301784,149.193883,1696118400.016
7cf7cc,-33.54855,150.616648,1696118400.016
7cf7cd,-34.142597,150.670828,1696118400.016
7c2d9b,-33.920288,150.981436,1696118400.016
7c2dfe,-33.915836,150.994889,1696118400.016
7cf4a6,-33.939754,151.164406,1696118400.016
885175,-33.941174,151.166046,1696118400.016
7cf4a2,-33.939887,151.1692,1696118400.016
7c1476,-33.941318,151.169343,1696118400.016
8a04d7,-33.93853,151.170081,1696118400.016
7c6bbb,-33.943932,151.170362,1696118400.016
7cf441,-33.938541,151.171371,1696118400.016
7cf445,-33.927441,151.173557,1696118400.016
7c531d,-33.931484,151.17558,1696118400.016
~7cf4fa,-33.931461,151.175838,1696118400.016
7cf4bd,-33.93203,151.175981,1696118400.016
7c6d2f,-33.949024,151.176696,1696118400.016
7c6d7e,-33.934055,151.176822,1696118400.016
7c7ccf,-33.935185,151.177039,1696118400.016
7c5b6c,-33.933289,151.177505,1696118400.016
7cf4b0,-33.929342,151.177983,1696118400.016
7c6d37,-33.936127,151.178198,1696118400.016
7c77fe,-33.931423,151.17968,1696118400.016
7c7aa0,-33.936367,151.17982,1696118400.016
7cf451,-33.952688,151.180201,1696118400.016
7c6db3,-33.951027,151.180871,1696118400.016
a0aacc,-33.95113,151.184557,1696118400.016
7c52ff,-33.950455,151.184753,1696118400.016
7cf4e7,-33.962757,151.185244,1696118400.016
7c7bd8,-33.964657,151.190204,1696118400.016
7c77a0,-33.940375,151.190486,1696118400.016
7cf44e,-33.97197,151.191521,1696118400.016
7c6d7b,-33.971193,151.19276,1696118400.016
7cf7cb,-33.8707,151.208026,1696118400.016
7cf7ca,-33.870623,151.209208,1696118400.016
7c7bcb,-27.570831,153.000801,1696118400.016
7c446f,-27.566711,153.013445,1696118400.016
c81d80,-27.403404,153.111117,1696118400.016
7c7aae,-27.402592,153.11538,1696118400.016
76cd08,-27.372665,153.11604,1696118400.016
7c68cb,-27.3915,153.121024,1696118400.016
7c530e,-27.390221,153.121767,1696118400.016
c87ed7,-46.168519,167.833208,1696118400.016
c87ed6,-45.813274,170.554354,1696118400.016
c87ed5,-44.641478,170.910622,1696118400.016
7c6b38,-43.487378,172.537242,1696118400.016
3a4d01,-37.007298,174.781494,1696118400.016
7c6b3d,-37.006863,174.788726,1696118400.016
c87ee1,-37.006306,174.788943,1696118400.016
c87e47,-37.007092,174.790873,1696118400.016
c87ee2,-37.015244,174.804392,1696118400.016
c81a5a,-41.327694,174.808121,1696118400.016
c81958,-41.331206,174.810489,1696118400.016
c87f39,-40.208668,175.397079,1696118400.016
c80336,-38.112108,176.316102,1696118400.016